"","순번","시도본부","소방서","119안전센터명","주소","전화번호","lat","long"
"652",652,"충남소방본부","공주소방서","공주_계룡","충남 공주시 계룡면 월암송정길 18","041-851-0422","36.361332","127.141429"
"653",653,"충남소방본부","보령소방서","죽정","충남 보령시 대천로 122","041-930-0333","36.356353","126.605668"
"654",654,"충남소방본부","보령소방서","신흑","충남 보령시 대천항로 205","041-930-0361","36.316756","126.514334"
"655",655,"충남소방본부","보령소방서","웅천","충남 보령시 웅천읍 충서로 947","041-930-0381","36.235111","126.597154"
"656",656,"충남소방본부","보령소방서","오천","충남 보령시 오천면 소성안길 47","041-930-0401","36.4386","126.521995"
"657",657,"충남소방본부","보령소방서","주포","충남 보령시 주포면 질재로 47-16","041-930-0421","36.415291","126.587588"
"658",658,"충남소방본부","아산소방서","모종","충남 아산시 문화로 293","041-538-0332","36.786703","127.016323"
"659",659,"충남소방본부","아산소방서","둔포","충남 아산시 둔포면 충무로 1848","041-538-0362","36.931269","127.042773"
"660",660,"충남소방본부","아산소방서","신창","충남 아산시 신창면 순천향로 48","041-538-0382","36.771128","126.93535"
"661",661,"충남소방본부","아산소방서","인주","충남 아산시 인주면 공세길 19","041-538-0402","36.880493","126.910008"
"662",662,"충남소방본부","아산소방서","배방","충남 아산시 배방읍 배방로 38","041-538-0422","36.773386","127.053759"
"663",663,"충남소방본부","아산소방서","탕정","충남 아산시 탕정면 탕정로 26","041-538-0442","36.799078","127.048158"
"664",664,"충남소방본부","아산소방서","장재","2018년 개서 예정","미설치","37.572852","126.978909"
"665",665,"충남소방본부","서산소방서","서산_예천","충남 서산시 호수공원 14로 26-4(예천동)","041-689-0330","36.773064","126.445345"
"666",666,"충남소방본부","서산소방서","서산_대산","충남 서산시 대산읍 망일산로 831-15","041-689-0362","36.94085","126.439533"
"667",667,"충남소방본부","서산소방서","서산_동부","충남 서산시 학동3로53(동문동)","041-689-0382","36.790037","126.459211"
"668",668,"충남소방본부","서산소방서","해미","충남 서산시 해미면  성지3길 33","041-689-0402","36.710092","126.542593"
"669",669,"충남소방본부","서산소방서","부석","충남 서산시 부석면 강경벌로 10","041-689-0422","36.717495","126.393684"
"670",670,"충남소방본부","서산소방서","성연","충남 서산 성연5로 92-31","041-689-0442","36.825986","126.446924"
"671",671,"충남소방본부","논산소방서","논산_내동","충남 논산시 대학로 17","041-730-0332","36.178281","127.100382"
"672",672,"충남소방본부","논산소방서","반월","충남 논산시 해월로 153-1","041-730-0402","36.204464","127.084131"
"673",673,"충남소방본부","논산소방서","강경","충남 논산시 강경읍 동안로 3","041-730-0362","36.157779","127.01844"
"674",674,"충남소방본부","논산소방서","연무","충남 논산시 연무읍 동안로 1137","041-730-0382","36.126522","127.128255"
"675",675,"충남소방본부","논산소방서","논산_연산","충남 논산시 연산면 관창로 54","041-730-0422","36.212465","127.182784"
"676",676,"충남소방본부","계룡소방서","계룡","충남 계룡시 두마면 사계로 170","042-540-5332","36.261969","127.274435"
"677",677,"충남소방본부","계룡소방서","엄사","2018년 개서 예정","미설치","37.572852","126.978909"
"678",678,"충남소방본부","당진소방서","당진","충남 당진시 역천로 838(채운동)","041-350-5300","36.885648","126.617936"
"679",679,"충남소방본부","당진소방서","합덕","충남 당진시 우강면 중방로 2","041-350-5382","36.812821","126.766655"
"680",680,"충남소방본부","당진소방서","송악","충남 당진시 송악읍 송악로 1019","041-350-5402","36.960163","126.768308"
"681",681,"충남소방본부","당진소방서","석문","충남 당진시 석문면 보덕포로 1069-21","041-350-5362","36.985172","126.588727"
"682",682,"충남소방본부","당진소방서","당진_신평","충남 당진시 신평면 신평길 133","041-350-5422","36.881074","126.77715"
"683",683,"충남소방본부","당진소방서","기지시","충남 당진시 송악읍 틀모시로 844","041-350-5442","36.908494","126.690829"
"684",684,"충남소방본부","금산소방서","금산_금산","충남 금산군 금산읍 삼풍로 2","041-750-1331","36.099908","127.4801"
"685",685,"충남소방본부","금산소방서","추부","충남 금산군 추부면 삼육로 47","041-750-1362","36.193974","127.46825"
"686",686,"충남소방본부","금산소방서","복진","충남 금산군 진산면 읍내로 47-1","041-750-1382","36.143225","127.36837"
"687",687,"충남소방본부","부여소방서","백제","충남 부여군 규암면 계백로 17","041-830-0212","36.274992","126.882239"
"688",688,"충남소방본부","부여소방서","사비","충남 부여군 부여읍 북포로 29","041-830-0362","36.285892","126.926956"
"689",689,"충남소방본부","부여소방서","임천","충남 부여군 임천면 성흥로 179번길 1","041-830-0402","36.184163","126.896509"
"690",690,"충남소방본부","부여소방서","홍산","충남 부여군 홍산면 북토로 89","041-830-0382","36.218228","126.7554"
"691",691,"충남소방본부","부여소방서","외산","충남 부여군 외산면 만수로 235","041-830-0422","36.302017","126.705834"
"692",692,"충남소방본부","서천소방서","서천_장항","충남 서천군 장항읍 장항로 37","041-955-0332","36.0135","126.683024"
"693",693,"충남소방본부","서천소방서","서천","충남 서천군 서천읍 충절로49번길 33-8","041-955-0362","36.07691","126.68861"
"694",694,"충남소방본부","서천소방서","한산","충남 서천군 한산면 충절로 1164","041-955-0422","36.083115","126.806212"
"695",695,"충남소방본부","서천소방서","비인","충남 서천군 비인면 비인로 141","041-955-0382","36.138293","126.605208"
"696",696,"충남소방본부","서천소방서","서면","충남 서천군 서면 부사로 153","041-955-0402","36.163138","126.531586"
"697",697,"충남소방본부","홍성소방서","구룡","충남 홍성군 홍성읍 충절로 741","041-630-0312","36.584851","126.695972"
"698",698,"충남소방본부","홍성소방서","옥암","충남 홍성군 홍성읍 충서로 1258","041-632-0119","36.588811","126.657549"
"699",699,"충남소방본부","홍성소방서","광천","충남 홍성군 광천읍 충서로 354","041-641-2119","36.51405","126.622464"
"700",700,"충남소방본부","홍성소방서","갈산","충남 홍성군 갈산면 갈산로150번길 16","041-633-2119","36.59992","126.554205"
"701",701,"충남소방본부","홍성소방서","내포","충남 홍성군 홍북읍 의향로 133","041-635-9119","36.647315","126.677031"
"702",702,"충남소방본부","예산소방서","오가","충남 예산군 오가면 오가중앙로 111","041-330-4331","36.686672","126.802025"
"703",703,"충남소방본부","예산소방서","예산_금오","충남 예산군 예산읍 예당관광로 760","041-330-4361","36.678526","126.827138"
"704",704,"충남소방본부","예산소방서","삽교","충남 예산군 삽교읍 삽교로1길 34","041-330-4381","36.68898","126.73836"
"705",705,"충남소방본부","예산소방서","예산_덕산","충남 예산군 덕산면 도청대로 1160","041-330-4401","36.704879","126.673204"
"706",706,"충남소방본부","태안소방서","태안_태안","충남 태안군 태안읍 동백로 100","041-671-0334","36.758023","126.286116"
"707",707,"충남소방본부","태안소방서","안면","충남 태안군 안면읍 장터로 77","041-671-0363","36.515894","126.348116"
"708",708,"충남소방본부","태안소방서","원북","충남 태안군 원북면 원이로 1031","041-671-0383","36.835652","126.272391"
"709",709,"충남소방본부","태안소방서","근흥","충남 태안군 근흥면 신진대교길 201-8","041-671-0402","36.682573","126.14715"
"710",710,"충남소방본부","청양소방서","청양","충남 청양군 청양읍 충절로 1187","041-940-7252","36.451645","126.792452"
"711",711,"충남소방본부","청양소방서","정산","충남 청양군 정산면 서정4길 49","041-940-7362","36.416611","126.947867"
"712",712,"전북소방본부","전주덕진소방서","금암","전북 전주시 덕진구 백제대로 611","063-250-4272","35.8424","127.136654"
"713",713,"전북소방본부","전주덕진소방서","팔복","전북 전주시 덕진구 온고을로 430","063-250-4273","35.850584","127.082318"
"714",714,"전북소방본부","전주덕진소방서","전미","전북 전주시 덕진구 과학로 144","063-250-4274","35.881812","127.12864"
"715",715,"전북소방본부","전주덕진소방서","삼례","전북 완주군 삼례읍 삼례역로 27","063-250-4275","35.908942","127.070458"
"716",716,"전북소방본부","전주덕진소방서","봉동","전북 완주군 봉동읍 완주산단5로 89","063-250-4276","35.944053","127.127285"
"717",717,"전북소방본부","전주덕진소방서","아중","전북 전주시 덕진구 진버들4길 16","063-250-4277","35.836087","127.163969"
"718",718,"전북소방본부","전주덕진소방서","전주덕진_고산","전북 완주군 고산면 고산로 49","063-250-4278","35.975953","127.202603"
"719",719,"전북소방본부","전주완산소방서","전주완산_효자","전북 전주시 완산구 거마평로 73","063-220-4272","35.799238","127.116438"
"720",720,"전북소방본부","전주완산소방서","서부","전북 전주시 완산구 우전로 228","063-220-4278","35.814882","127.102277"
"721",721,"전북소방본부","전주완산소방서","전주완산_교동","전북 전주시 완산구 경기전길 183","063-220-4273","35.811192","127.151744"
"722",722,"전북소방본부","전주완산소방서","노송","전북 전주시 완산구 관선4길 38","063-220-4274","35.822313","127.156076"
"723",723,"전북소방본부","전주완산소방서","평화","전북 전주시 완산구 평화로 105","063-220-4275","35.786267","127.133844"
"724",724,"전북소방본부","전주완산소방서","혁신","전북 완주군 이서면 지사제2로 12","063-220-4217","35.83215","127.023477"
"725",725,"전북소방본부","전주완산소방서","임실","전북 임실읍 봉황8길 31","063-220-4276","35.613421","127.283107"
"726",726,"전북소방본부","군산소방서","사정","전북 군산시 번영로 308 1층","063-450-0272","35.962842","126.751107"
"727",727,"전북소방본부","군산소방서","금동","전북 군산시 군산창길 1","063-450-0274","35.98976","126.70721"
"728",728,"전북소방본부","군산소방서","군산_항만","전북 군산시 임해로 462","063-450-0275","35.97137","126.628157"
"729",729,"전북소방본부","군산소방서","비응","전북 군산시 새만금북로 43","063-450-0279","35.943825","126.541313"
"730",730,"전북소방본부","군산소방서","지곡","전북 군산시 백토로 223","063-450-0273","35.959104","126.704758"
"731",731,"전북소방본부","군산소방서","경암","전북 군산시 구암3.1로 147","063-450-0277","35.98172","126.735516"
"732",732,"전북소방본부","군산소방서","소룡","전북 군산시 공단대로 632","063-450-0276","35.974419","126.678613"
"733",733,"전북소방본부","군산소방서","대야","전북 군산시 대야면 대야관통로 134","063-450-0278","35.946075","126.820115"
"734",734,"전북소방본부","익산소방서","팔봉","전북 익산시 무왕로 1338","063-839-3272","35.962241","127.005109"
"735",735,"전북소방본부","익산소방서","남중","전북 익산시 인북로 226","063-839-3274","35.948836","126.957456"
"736",736,"전북소방본부","익산소방서","익산_공단","전북 익산시 선화로 429","063-839-3275","35.947201","126.977111"
"737",737,"전북소방본부","익산소방서","인화","전북 익산시 목천로 301","063-839-3276","35.928302","126.954541"
"738",738,"전북소방본부","익산소방서","익산_모현","전북 익산시 배산로 181","063-839-3273","35.953723","126.941779"
"739",739,"전북소방본부","익산소방서","함열","전북 익산시 황등면 황등서로 55","063-839-3277","36.002121","126.938958"
"740",740,"전북소방본부","익산소방서","금마","전북 익산시 함열읍 함열중앙로 133","063-839-3278","36.07614","126.971932"
"741",741,"전북소방본부","정읍소방서","하북","전북 정읍시 서부산업도로 507-5","063-570-1272","35.5883","126.858548"
"742",742,"전북소방본부","정읍소방서","시기","전북 정읍시 정읍남로 1421","063-570-1273","35.557783","126.857379"
"743",743,"전북소방본부","정읍소방서","신태인","전북 정읍시 정신로 1241","063-570-1274","35.691366","126.878326"
"744",744,"전북소방본부","정읍소방서","영원","전북 정읍시 영원면 영원로 1048","063-570-1275","35.652169","126.784204"
"745",745,"전북소방본부","남원소방서","식정","전북 남원시 요천로 1965","063-620-3772","35.436794","127.416195"
"746",746,"전북소방본부","남원소방서","인월","전북 남원시 인월면 황산로 1828","063-620-3774","35.465416","127.602217"
"747",747,"전북소방본부","남원소방서","금지","전북 남원시 금지면 요천로 430","063-620-3775","35.347914","127.303137"
"748",748,"전북소방본부","남원소방서","순창","전북 순창군 순창읍 교성로 24","063-620-3773","35.372052","127.133917"
"749",749,"전북소방본부","김제소방서","김제_교동","전북 김제시 벽성로 278","063-540-4272","35.798954","126.870048"
"750",750,"전북소방본부","김제소방서","만경","전북 김제시 만경읍 만경공단1길 7","063-540-4273","35.857873","126.816933"
"751",751,"전북소방본부","김제소방서","김제_금산","전북 김제시 금산면 금산사로 29","063-540-4274","35.719559","126.994638"
"752",752,"전북소방본부","고창소방서","고창","전북 고창군 고창읍 녹두로 1294","063-560-1272","35.432798","126.687778"
"753",753,"전북소방본부","고창소방서","무장","전북 고창군 무장면 무장남북로 20-5","063-560-1273","35.416619","126.561588"
"754",754,"전북소방본부","고창소방서","흥덕","전북 고창군 흥덕면 문화2길 21","063-560-1274","35.517322","126.703254"
"755",755,"전북소방본부","고창소방서","고창_대산","전북 고창군 대산면 공음대산로 932","063-560-1275","35.339914","126.598369"
"756",756,"전북소방본부","부안소방서","부안","전북 부안군 행안면 변산로 86","063-580-1272","35.72977","126.711889"
"757",757,"전북소방본부","부안소방서","격포","전북 부안군 변산면 격포항길 64-17","063-580-1273","35.620058","126.470623"
"758",758,"전북소방본부","무진장소방서","장계","전북 장수군 장계면 육십령로 136","063-350-6272","35.732255","127.589529"
"759",759,"전북소방본부","무진장소방서","진안","전북 진안군 진안읍 진무로 1179","063-350-6273","35.796424","127.434721"
"760",760,"전북소방본부","무진장소방서","마령","전북 진안군 마령면 임진로 2077-24","063-350-6276","35.731795","127.369792"
"761",761,"전북소방본부","무진장소방서","무주","전북 무주군 무주읍 당산강변로 126","063-350-6274","36.002819","127.655151"
"762",762,"전북소방본부","무진장소방서","장수","전북 장수군 호비로 42","063-350-6275","35.649933","127.521241"
"763",763,"전남소방본부","목포소방서","하당","전남 전남 목포시 삼향천로 110","061-280-0890","37.572852","126.978909"
"764",764,"전남소방본부","목포소방서","호남","전남 목포시 영산로 165","061-280-0925","34.797087","126.38798"
"765",765,"전남소방본부","목포소방서","경동","전남 목포시 유동로 42번길 1","061-280-0930","34.785565","126.380692"
"766",766,"전남소방본부","목포소방서","삼학","전남 목포시 삼학로 218","061-280-0935","34.790172","126.406762"
"767",767,"전남소방본부","목포소방서","연산","전남 목포시 산정공단로 64","061-280-0940","34.818774","126.377721"
"768",768,"전남소방본부","목포소방서","지도","전남 신안군 지도읍 해제지도로 1304","061-280-0945","35.058862","126.204915"
"769",769,"전남소방본부","목포소방서","안좌","전남 신안군 안좌면 중부로 884","061-280-0950","34.75727","126.124041"
"770",770,"전남소방본부","여수소방서","학동","전남 여수시 망마로 20","061-680-0890","34.759953","127.664987"
"771",771,"전남소방본부","여수소방서","소라","전남 여수시 소라면 여순로 297","061-680-0955","34.83104","127.614544"
"772",772,"전남소방본부","여수소방서","평여","전남 여수시 여수산단로 321(평여동)","061-680-0940","34.811071","127.670526"
"773",773,"전남소방본부","여수소방서","연등","전남 여수시 좌수영로 162(연등동)","061-680-0925","34.754766","127.726714"
"774",774,"전남소방본부","여수소방서","여서","전남 여수시 문수로 131(문수동)","061-680-0945","34.756502","127.708074"
"775",775,"전남소방본부","여수소방서","봉산","전남 여수시 어항단지로 222-5(남산동)","061-680-0935","34.73022","127.730114"
"776",776,"전남소방본부","여수소방서","돌산","전남 여수시 돌산읍 강남로 34","061-680-0950","34.718643","127.7502"
"777",777,"전남소방본부","순천소방서","서면","전남 순천시 서면 삼산로 281","061-750-0890","34.986724","127.503846"
"778",778,"전남소방본부","순천소방서","저전","전남 순천시 중앙로 19","061-750-0926","34.948057","127.48655"
"779",779,"전남소방본부","순천소방서","왕조","전남 순천시 기적의도서관 1길 30","061-750-0931","34.952669","127.524777"
"780",780,"전남소방본부","순천소방서","연향","전남 순천시 연향1로 26","061-750-0941","34.944744","127.517122"
"781",781,"전남소방본부","순천소방서","승주","전남 순천시 승주읍 승평길 19","061-750-0936","35.019268","127.373977"
"782",782,"전남소방본부","순천소방서","해룡","전남 순천시 해룡면 율촌산단5로 17","061-750-0951","34.891726","127.586509"
"783",783,"전남소방본부","순천소방서","구례","전남 구례군 구례읍 양정4길 37","061-750-0946","35.202428","127.470104"
"784",784,"전남소방본부","나주소방서","경현","전남 나주시 예향로 4201","061-330-0890","35.027828","126.7099"
"785",785,"전남소방본부","나주소방서","이창","전남 나주시 이창택지길 6-13","061-330-0925","34.994975","126.706425"
"786",786,"전남소방본부","나주소방서","남평","전남 나주시 남평읍 지석로 106","061-330-0930","35.041402","126.846022"
"787",787,"전남소방본부","나주소방서","빛가람","전남 나주시 그린로 296","061-330-0935","35.013094","126.796051"
"788",788,"전남소방본부","광양소방서","중마","전남 광양시 중마중앙로 109","061-798-0890","34.939763","127.697604"
"789",789,"전남소방본부","광양소방서","금호","전남 광양시 희망길 12-12(금호동)","061-798-0935","34.936583","127.725292"
"790",790,"전남소방본부","광양소방서","광영","전남 광양시 금영로 87(광영동)","061-798-0930","34.958773","127.7203"
"791",791,"전남소방본부","광양소방서","광양","전남 광양시 광양읍 서천변로 175","061-798-0925","34.978504","127.573558"
"792",792,"전남소방본부","담양소방서","담양","전남 담양군 담양읍 추성로 1232","061-380-0890","35.318143","126.97354"
"793",793,"전남소방본부","담양소방서","곡성","전남 곡성군 곡성읍 학교로 7","061-380-0926","35.277229","127.289428"
"794",794,"전남소방본부","담양소방서","옥과","전남 곡성군 옥과면 리문6길 29","061-380-0931","35.274492","127.137463"
"795",795,"전남소방본부","담양소방서","장성","전남 장성군 장성읍 단풍로 204","061-380-0936","35.320501","126.799738"
"796",796,"전남소방본부","담양소방서","삼계","전남 장성군 삼계면 영장로 1632","061-380-0941","35.255056","126.667264"
"797",797,"전남소방본부","고흥소방서","고흥","전남 고흥군 풍양면 고흥로 1330","061-840-0890","34.581569","127.256037"
"798",798,"전남소방본부","고흥소방서","과역","전남 고흥군 과역면 과역로 974","061-840-0978","34.683552","127.37187"
"799",799,"전남소방본부","고흥소방서","도양","전남 고흥군 도양읍 녹동신항5길 4","061-840-0925","34.525926","127.141213"
"800",800,"전남소방본부","보성소방서","벌교","전남 보성군 벌교읍 녹색로 5247","061-859-0890","34.838464","127.315489"
"801",801,"전남소방본부","보성소방서","보성","전남 보성군 보성읍 송재로 160","061-859-0925","34.770093","127.080096"
"802",802,"전남소방본부","보성소방서","홍교","전남 보성군 벌교읍 홍암로 116-4","061-859-0930","34.846672","127.354388"
"803",803,"전남소방본부","화순소방서","화순","전남 화순군 화순읍 학포로 2750","061-379-0890","35.050671","126.97081"
"804",804,"전남소방본부","화순소방서","동복","전남 화순군 동복면 칠정1길 14","061-379-0972","35.071386","127.129062"
"805",805,"전남소방본부","화순소방서","능주","전남 화순군 능주면 지석로 1428","061-379-0925","34.996017","126.949963"
"806",806,"전남소방본부","강진소방서","강진","전남 강진군 군동면 중앙로 223","061-430-0890","34.643228","126.780926"
"807",807,"전남소방본부","강진소방서","장흥","전남 장흥군 장흥읍 평화우산길 22","061-430-0926","34.674544","126.910118"
"808",808,"전남소방본부","강진소방서","관산","전남 장흥군 관산읍 관산우회로 103","061-430-0931","34.565235","126.935382"
"809",809,"전남소방본부","해남소방서","해남","전남 해남군 해남읍 교육청길 82","061-530-0890","34.566702","126.60794"
"810",810,"전남소방본부","해남소방서","송지","전남 해남군 송지면 미야길 237-3","061-530-0942","34.377994","126.5222"
"811",811,"전남소방본부","해남소방서","완도","전남 완도군 완도읍 장보고대로 103","061-530-0926","34.324714","126.741982"
"812",812,"전남소방본부","해남소방서","고금","완도군 고금면 고금동로 266","061-530-0936","34.402888","126.825313"
"813",813,"전남소방본부","해남소방서","진도","전남 진도군 진도읍 진도대로 6945","061-530-0932","34.473019","126.247265"
"814",814,"전남소방본부","영암소방서","삼호","전남 영암군 삼호읍 나불로 192","061-460-0890","34.766935","126.439013"
"815",815,"전남소방본부","영암소방서","영암","전남 영암군 영암읍 월출로 46","061-460-0925","34.798406","126.686236"
"816",816,"전남소방본부","무안소방서","무안","전남 무안군 무안읍 공항로 133","061-450-0890","34.994648","126.46633"
"817",817,"전남소방본부","무안소방서","일로","전남 무안군 일로읍 삼일로 493-1","061-450-0925","34.851159","126.490023"
"818",818,"전남소방본부","무안소방서","해제","전남 무안군 해제면 현해로 1621","061-450-0930","35.112415","126.301071"
"819",819,"전남소방본부","무안소방서","남악","전남 무안군 삼향읍 남악5로72번길81-18","061-450-0935","34.811517","126.482507"
"820",820,"전남소방본부","함평소방서","함평","함평군 대동면 함장로 1202-93","061-338-0890","35.052463","126.531049"
"821",821,"전남소방본부","영광소방서","영광","전남 영광군 영광읍 함영로 3508","061-350-0890","35.263014","126.509111"
"822",822,"전남소방본부","영광소방서","홍농","전남 영광군 홍농읍 홍농로 543","061-350-0925","35.402377","126.449015"
"823",823,"경북소방본부","포항북부소방서","포항북부_덕산","경상북도 포항시 북구 중앙로 332","054-260-2400","36.042516","129.366125"
"824",824,"경북소방본부","포항북부소방서","두호","경상북도 퐁항시 북구 삼호로 305","054-260-2410","37.572852","126.978909"
"825",825,"경북소방본부","포항북부소방서","흥해","경상북도 포항시 북구 흥해읍 중성로 67","054-260-2420","36.109193","129.350483"
"826",826,"경북소방본부","포항북부소방서","장량","경상북도 포항시 북구 법원로 158","054-260-2430","36.088746","129.387693"
"827",827,"경북소방본부","포항남부소방서","일월","경상북도 포항시 남구 동해안로 5890","054-284-2725","35.993385","129.418922"
"828",828,"경북소방본부","포항남부소방서","해도","경상북도 포항시 남구 중앙로 118","054-281-1119","36.023535","129.368684"
"829",829,"경북소방본부","포항남부소방서","제철","경상북도 포항시 남구 철강로 360","054-286-0119","35.97844","129.378295"
"830",830,"경북소방본부","포항남부소방서","연일","경상북도 포항시 남구 연일읍 철강로 10 (연일119안전센터)","054-286-1119","35.991609","129.344154"
"831",831,"경북소방본부","포항남부소방서","효자","경상북도 포항시 남구 지곡로212번길 45","054-273-2119","36.029455","129.325532"
"832",832,"경북소방본부","포항남부소방서","오천","경상북도 포항시 남구 오천읍 해병로 369","054-292-0119","35.962773","129.409538"
"833",833,"경북소방본부","포항남부소방서","구룡포","경상북도 포항시 남구 구룡포읍 호미로 265","054-284-0119","35.991026","129.559389"
"834",834,"경북소방본부","포항남부소방서","울릉","경상북도 울릉군 울릉읍 울릉순환로 415","054-791-2119","37.484171","130.898212"
"835",835,"경북소방본부","경주소방서","황오","경상북도 경주시 알천남로 276","054-778-0601","35.844254","129.22777"
"836",836,"경북소방본부","경주소방서","경주_동부","경상북도 경주시 중앙로 59","054-778-0611","35.845181","129.211468"
"837",837,"경북소방본부","경주소방서","불국사","경상북도 경주시 불국신택지4길 4","054-778-0621","35.783853","129.327475"
"838",838,"경북소방본부","경주소방서","보문","경상북도 경주시 경감로 587-8","054-778-0631","35.834927","129.287086"
"839",839,"경북소방본부","경주소방서","용황","경상북도 경주시 공단로 25","054-778-0641","35.875301","129.21707"
"840",840,"경북소방본부","경주소방서","안강","경상북도 경주시 안강읍 안강중앙로 146","054-778-0651","35.993241","129.216069"
"841",841,"경북소방본부","경주소방서","경주_외동","경상북도 경주시 외동읍 입실로1길 78-15","054-778-0661","35.716801","129.327294"
"842",842,"경북소방본부","경주소방서","감포","경상북도 경주시 감포읍 감포로8길 14-6","054-778-0671","35.807132","129.501272"
"843",843,"경북소방본부","경주소방서","건천","경상북도 경주시 건천읍 내서로 1065","054-778-0681","35.852955","129.100209"
"844",844,"경북소방본부","김천소방서","지좌","경상북도 김천시 황산로 67","054-436-0118","36.116983","128.138198"
"845",845,"경북소방본부","김천소방서","다수","경상북도 김천시 영남대로 1246","054-430-0119","36.1274","128.072863"
"846",846,"경북소방본부","김천소방서","대광","경상북도 김천시 공단로 152-36","054-432-0119","36.148355","128.138009"
"847",847,"경북소방본부","김천소방서","지례","경상북도 김천시 지례면 장터길 115","054-435-0119","35.990064","128.030582"
"848",848,"경북소방본부","김천소방서","아포","경상북도 김천시 아포읍 아포공단길 45","054-439-0119","36.166554","128.254972"
"849",849,"경북소방본부","안동소방서","법흥","경상북도 안동시 육사로 301","054-854-6119","36.561043","128.737283"
"850",850,"경북소방본부","안동소방서","용상","경상북도 안동시 마들6길 27","054-821-1119","36.550797","128.761745"
"851",851,"경북소방본부","안동소방서","풍산","경상북도 안동시 풍산읍 풍산태사로 1162","054-858-4119","36.5805","128.581951"
"852",852,"경북소방본부","안동소방서","안동_옥동","경상북도 안동시 광명로 85","054-853-6119","36.558728","128.694259"
"853",853,"경북소방본부","안동소방서","청송","경상북도 청송군 청송읍 길안청송로 1630","054-873-1119","36.43387","129.041896"
"854",854,"경북소방본부","안동소방서","영양","경상북도 영양군 영양읍 군민회관길 42-14","054-682-3119","36.659531","129.116477"
"855",855,"경북소방본부","안동소방서","진보","경상북도 청송군 진보면 청송로 6346","054-874-5119","36.521279","129.039584"
"856",856,"경북소방본부","안동소방서","안동_입암","경상북도 영양군 입암면 입암로 153","054-682-4119","36.598114","129.087205"
"857",857,"경북소방본부","구미소방서","구미_공단","경상북도 구미시 수출대로 112","054-461-3119","36.110544","128.376522"
"858",858,"경북소방본부","구미소방서","구미_송정","경상북도 구미시 백산로 207","054-452-0119","36.114265","128.351053"
"859",859,"경북소방본부","구미소방서","원평","경상북도 구미시 산업로 174","054-454-6119","36.128675","128.340637"
"860",860,"경북소방본부","구미소방서","구미_봉곡","경상북도 구미시 봉곡동로 48","054-452-2119","36.154632","128.315391"
"861",861,"경북소방본부","구미소방서","인동","경상북도 구미시 이계북로 147","054-471-0119","36.106104","128.418381"
"862",862,"경북소방본부","구미소방서","선산","경상북도 구미시 선산읍 선산대로 1400-13","054-482-0119","36.239425","128.305003"
"863",863,"경북소방본부","구미소방서","해평","경상북도 구미시 해평면 강동로 1663","054-474-4119","36.198893","128.391099"
"864",864,"경북소방본부","구미소방서","상림","경상북도 구미시 상림로 45","054-465-9116","36.089838","128.36033"
"865",865,"경북소방본부","구미소방서","구미_옥계","경상북도 구미시 산동면 산호대로41길 4","054-471-5119","36.138836","128.439444"
"866",866,"경북소방본부","구미소방서","고아","경상북도 구미시 고아읍 선산대로 821","054-481-3119","36.199611","128.339437"
"867",867,"경북소방본부","영주소방서","문수","경상북도 영주시 문수면 적서로448번길17","054-630-0401","36.791683","128.633425"
"868",868,"경북소방본부","영주소방서","가흥","경상북도 영주시 선비로 181","054-630-0441","36.820783","128.619011"
"869",869,"경북소방본부","영주소방서","풍기","경상북도 영주시 풍기읍 기주로 159","054-630-0411","36.873234","128.519082"
"870",870,"경북소방본부","영주소방서","봉화","경상북도 봉화군 봉화읍 문수로 42","054-630-0421","36.900189","128.735761"
"871",871,"경북소방본부","영주소방서","춘양","경상북도 봉화군 춘양면 소천로 22","054-630-0431","36.921778","128.920949"
"872",872,"경북소방본부","영주소방서","명호","경상북도 봉화군 명호면 도천길 18-46","054-630-0451","36.858225","128.901781"
"873",873,"경북소방본부","영천소방서","영천_동부","경상북도 영천시 호국로 187","054-334-2119","35.977636","128.957861"
"874",874,"경북소방본부","영천소방서","영천_남부","경상북도 영천시 한방로 176-0","054-339-6949","35.938915","128.947113"
"875",875,"경북소방본부","영천소방서","영천_금호","경상북도 영천시 금호읍 오계공단길 5","054-334-0119","35.91379","128.887566"
"876",876,"경북소방본부","영천소방서","신녕","경상북도 영천시 신령면 어릿골길 11","054-332-9119","36.043888","128.778903"
"877",877,"경북소방본부","상주소방서","서성","경상북도 상주시 상산로 322","054-533-2119","36.419635","128.159536"
"878",878,"경북소방본부","상주소방서","함창","경상북도 상주시 함창읍 가야로 46-1","054-541-3119","36.566473","128.178393"
"879",879,"경북소방본부","상주소방서","청리","경상북도 상주시 청리면 마공공단로 152","054-534-9119","36.318529","128.126084"
"880",880,"경북소방본부","상주소방서","화서(신설)","경상북도 상주시 화서면 상현무동길 5","054-533-0119","36.446352","127.948054"
"881",881,"경북소방본부","문경소방서","점촌","경상북도 문경시 중앙로 305","054-555-2119","36.610356","128.209733"
"882",882,"경북소방본부","문경소방서","모전","경상북도 문경시 모전로 173","054-555-5119","36.596272","128.187946"
"883",883,"경북소방본부","문경소방서","가은","경상북도 문경시 가은읍 가은로 126","054-571-5119","36.642222","128.062685"
"884",884,"경북소방본부","문경소방서","문경","경상북도 문경시 문경읍 새재로 501","054-571-0119","36.73482","128.10253"
"885",885,"경북소방본부","문경소방서","문경_예천","경상북도 예천군 예천읍 양궁로 61-12","054-654-2119","36.648151","128.463415"
